epoch:98    train_loss:24.995113372802734    test_loss:35.686344146728516
epoch:99    train_loss:23.942378997802734    test_loss:35.184288024902344
epoch:100    train_loss:23.84059715270996    test_loss:35.10329818725586
epoch:101    train_loss:23.72638702392578    test_loss:35.06906509399414
epoch:102    train_loss:23.6676082611084    test_loss:35.05406188964844
epoch:103    train_loss:23.61739158630371    test_loss:35.02641296386719
epoch:104    train_loss:23.579505920410156    test_loss:35.021915435791016
epoch:105    train_loss:23.560991287231445    test_loss:35.01991271972656
epoch:106    train_loss:23.531539916992188    test_loss:35.031776428222656
epoch:107    train_loss:23.528526306152344    test_loss:35.05403137207031
epoch:108    train_loss:23.460514068603516    test_loss:34.98997116088867
epoch:109    train_loss:23.443069458007812    test_loss:35.00655746459961
epoch:110    train_loss:23.4356746673584    test_loss:35.01798629760742
epoch:111    train_loss:23.4050235748291    test_loss:35.026283264160156
epoch:112    train_loss:23.393144607543945    test_loss:34.974464416503906
epoch:113    train_loss:23.363454818725586    test_loss:34.997615814208984
epoch:114    train_loss:23.34467887878418    test_loss:34.976139068603516
epoch:115    train_loss:23.342233657836914    test_loss:34.99606704711914
epoch:116    train_loss:23.30696678161621    test_loss:34.99516296386719
epoch:117    train_loss:23.34813690185547    test_loss:35.01092529296875
epoch:118    train_loss:23.299753189086914    test_loss:35.00270462036133
epoch:119    train_loss:23.313106536865234    test_loss:34.97260284423828
epoch:120    train_loss:23.22711753845215    test_loss:34.98463821411133
epoch:121    train_loss:23.22064208984375    test_loss:34.96623611450195
epoch:122    train_loss:23.214248657226562    test_loss:34.97490692138672
epoch:123    train_loss:23.199190139770508    test_loss:35.02912139892578
